UDI,Product_ID,Type,Air_temperature_K_,Process_temperature_K_,Rotational_speed_rpm_,Torque_Nm_,Tool_wear_min_,Failure_Type
1497,SM 4,L,298,308.7,1268,69.4,189,Power Failure
1498,SM 4,L,298,308.7,1629,34.3,191,No Failure
1499,SM 4,L,298,308.8,1790,27.2,193,No Failure
1500,NED 15,M,298.1,308.8,2206,16.3,195,No Failure
1501,NED 15,M,298,308.7,2101,17.4,198,No Failure
1502,NED 15,M,298,308.7,1436,48.2,201,No Failure
1503,SM 4,L,298,308.7,1462,48.2,204,No Failure
1504,SM 4,L,298,308.7,1771,26.2,206,No Failure
1505,SM 4,L,298,308.7,1506,47,208,No Failure
1506,SM 4,L,298,308.7,1626,36.7,210,No Failure
1507,SM 4,L,298,308.8,1610,33.7,212,No Failure
1508,M15112,M,298,308.6,1376,55.7,214,No Failure
1509,NED 15,M,298,308.6,1507,37.3,217,No Failure
1511,NED 15,M,298.1,308.7,1547,38.9,0,No Failure
1512,SM 4,L,298.1,308.7,1642,30.3,3,No Failure
1513,SM 1,H,298,308.7,1503,36.3,5,No Failure
1514,SM 4,L,298.1,308.7,1568,32.9,10,No Failure
1515,NED 15,M,298.1,308.8,1628,37.6,12,No Failure
1516,NED 15,M,298.2,308.9,1614,35.5,15,No Failure
1517,SM 4,L,298.2,308.9,1278,54,18,No Failure
1518,NED 15,M,298.2,308.9,1408,38.8,20,No Failure
1519,SM 1,H,298.2,309,1371,55.7,23,No Failure
1520,NED 15,M,298.2,308.9,1512,38.5,28,No Failure
1521,SM 4,L,298.3,309.1,1472,40.1,31,No Failure
1522,M15113,M,298.2,308.9,1585,34.3,33,No Failure
1523,SM 1,H,298.2,309,1562,37.7,36,No Failure
1524,SM 4,L,298.3,309,1519,36.9,41,No Failure
1525,SM 4,L,298.2,309,1601,35.8,43,No Failure
1526,SM 4,L,298.2,309,2449,13.8,45,No Failure
1527,SM 4,L,298.1,309,1787,27.6,47,No Failure
1528,SM 1,H,298.1,309.1,1425,44.5,49,No Failure
1529,SM 4,L,298.1,309,1559,34,54,No Failure
1530,SM 4,L,298.1,309,1557,36,56,No Failure
1531,SM 4,L,298.1,309,1497,40.5,58,No Failure
1532,SM 1,H,298.1,309,1438,41.4,60,No Failure
1533,NED 15,M,298.1,308.9,1417,39.2,65,No Failure
1534,NED 15,M,298,308.9,1339,51.4,68,No Failure
1535,SM 4,L,298,308.8,1757,29.1,71,No Failure
1536,SM 4,L,298,308.8,1581,36.1,73,No Failure
1537,NED 15,M,298.2,308.9,1326,54.4,75,No Failure
1538,NED 15,M,298.4,309.1,1467,39.6,78,No Failure
1539,SM 4,L,298.4,309.1,1798,29.6,81,No Failure
1540,NED 15,M,298.5,309.2,1449,46.4,83,No Failure
1541,NED 15,M,298.4,309.1,1525,39.3,86,No Failure
1542,SM 4,L,298.4,309,2304,15.1,89,No Failure
1543,SM 4,L,298.3,308.9,1379,54.7,91,No Failure
1544,SM 4,L,298.4,308.9,1628,34.9,93,No Failure
1545,SM 4,L,298.4,309,1474,52.7,95,No Failure
1546,M15114,M,298.4,309,1544,38.8,97,No Failure
1547,SM 4,L,298.4,308.9,1391,48.4,100,No Failure
1548,SM 4,L,298.3,308.9,1348,55.5,102,No Failure
1549,NED 15,M,298.3,308.8,1349,52.1,104,No Failure
1550,SM 4,L,298.4,308.9,1706,29.5,107,No Failure
1551,SM 4,L,298.4,308.9,1638,32.4,109,No Failure
1552,SM 4,L,298.4,308.8,1458,40.1,111,No Failure
1553,SM 4,L,298.5,308.9,1781,27.8,113,No Failure
1554,SM 4,L,298.5,308.8,1332,59.1,115,No Failure
1555,NED 15,M,298.4,308.7,1584,31.7,117,No Failure
1556,SM 4,L,298.4,308.6,1491,42,120,No Failure
1557,SM 1,H,298.4,308.5,1398,47.1,122,No Failure
1558,SM 4,L,298.3,308.4,1585,30.6,127,No Failure
1559,NED 15,M,298.2,308.3,1476,43.5,129,No Failure
1560,SM 4,L,298.2,308.3,1458,41.8,132,No Failure
1561,NED 15,M,298.2,308.4,1510,39.9,134,No Failure
1562,SM 4,L,298.2,308.4,1388,53.8,137,No Failure
1563,SM 4,L,298.2,308.3,2216,16.8,139,No Failure
1564,SM 4,L,298.2,308.3,1402,51,141,No Failure
1565,NED 15,M,298,308.2,2090,19,143,No Failure
1566,SM 4,L,298,308.2,1459,42.1,146,No Failure
1567,NED 15,M,298,308.1,1403,44.8,148,No Failure
1568,SM 4,L,298.1,308.2,1521,39.3,151,No Failure
1569,SM 4,L,298.2,308.2,1407,47.1,153,No Failure
1570,M15115,M,298.1,308.2,1654,35.3,155,No Failure
1571,SM 4,L,298.2,308.4,1452,43.5,158,No Failure
1572,SM 4,L,298.3,308.4,1528,37.3,160,No Failure
1573,SM 4,L,298.2,308.3,1230,59.6,162,No Failure
1574,SM 4,L,298.2,308.2,1466,42.4,164,No Failure
1575,SM 4,L,298.2,308.2,1478,50.1,166,No Failure
1576,SM 4,L,298.2,308.3,2057,18,168,No Failure
1577,SM 4,L,298.3,308.4,1490,41.7,170,No Failure
1578,SM 4,L,298.3,308.4,1484,43.4,172,No Failure
1579,SM 4,L,298.3,308.4,1593,37,174,No Failure
1580,SM 4,L,298.3,308.3,1444,43.8,176,No Failure
1581,NED 15,M,298.3,308.4,1444,47.5,178,No Failure
1582,NED 15,M,298.2,308.3,1560,33,181,No Failure
1583,SM 1,H,298.1,308.3,1530,42,184,No Failure
1584,SM 4,L,298.2,308.4,1310,61,189,Overstrain Failure
1585,NED 15,M,298.2,308.3,1639,33.3,191,No Failure
1586,SM 4,L,298.2,308.3,1400,48.7,194,No Failure
1587,NED 15,M,298.3,308.4,1486,44.2,196,No Failure
1588,NED 15,M,298.2,308.3,1448,43.3,199,No Failure
1589,SM 4,L,298.2,308.3,1688,32,202,No Failure
1590,NED 15,M,298.1,308.3,1453,41.5,204,No Failure
1591,SM 4,L,298.2,308.4,1497,37.7,207,No Failure
1592,SM 4,L,298.2,308.4,1355,49.4,209,No Failure
1593,SM 4,L,298.1,308.4,1592,38.2,211,No Failure
1594,SM 4,L,298,308.3,1544,34.7,213,No Failure
1595,M15116,M,298,308.2,1373,51.2,215,No Failure
1596,SM 4,L,298,308.2,1365,52.9,218,Overstrain Failure
1597,SM 4,L,298,308.1,1877,24.3,0,No Failure
1598,SM 4,L,297.9,308.1,1531,40.8,2,No Failure
1599,SM 4,L,297.9,308,1501,36.7,4,No Failure
1600,SM 4,L,297.9,308,1490,46.2,6,No Failure
1601,NED 15,M,297.8,307.8,1543,43.7,8,No Failure
1602,SM 4,L,297.8,307.8,1597,38.2,11,No Failure
1603,SM 1,H,297.8,307.9,1600,33.5,13,No Failure
1604,NED 15,M,297.8,307.8,1622,32.1,18,No Failure
1605,SM 4,L,297.8,307.8,1452,39.8,21,No Failure
1606,SM 4,L,297.8,307.8,1396,42.5,23,No Failure
1607,SM 4,L,297.8,307.7,1505,39.7,25,No Failure
1608,SM 4,L,297.8,307.8,1412,48.3,27,No Failure
1609,SM 4,L,297.8,307.7,1393,38,29,No Failure
1610,SM 4,L,297.7,307.7,1581,34.9,31,No Failure
1611,SM 4,L,297.8,307.8,1573,37.9,33,No Failure
1612,NED 15,M,297.8,307.9,1726,27.3,35,No Failure
1613,NED 15,M,297.9,307.9,1540,39.8,38,No Failure
1614,SM 4,L,297.9,308,1296,62.9,41,No Failure
1615,NED 15,M,297.8,307.9,1802,25.8,43,No Failure
1616,SM 4,L,297.8,307.9,1447,48.6,46,No Failure
1617,SM 1,H,297.8,307.8,1662,30.7,48,No Failure
1618,SM 4,L,297.8,307.8,1563,34.3,53,No Failure
1619,SM 4,L,297.9,307.8,1286,59.5,55,No Failure
1620,SM 4,L,297.9,307.7,1590,34.6,57,No Failure
1621,SM 4,L,297.9,307.7,1492,43.7,59,No Failure
1622,SM 4,L,297.7,307.6,1844,21.9,61,No Failure
1623,SM 1,H,297.7,307.6,1538,38.3,63,No Failure
1624,SM 4,L,297.7,307.6,1921,22.9,68,No Failure
1625,NED 15,M,297.8,307.8,1310,57.9,70,No Failure
1626,SM 4,L,297.9,307.8,1365,46.9,73,No Failure
1627,M15117,M,297.9,307.8,1303,59.3,75,No Failure
1628,SM 4,L,297.9,307.8,1499,37.5,78,No Failure
1629,SM 4,L,297.9,307.8,1451,38.2,80,No Failure
1630,NED 15,M,297.9,307.9,1336,54.4,82,No Failure
1631,SM 4,L,297.9,307.9,1412,44.5,85,No Failure
1632,SM 4,L,298,308,1433,39.2,87,No Failure
1633,SM 4,L,297.9,307.9,1426,43.6,89,No Failure
1634,SM 4,L,297.9,307.9,1476,45.2,91,No Failure
1635,SM 1,H,297.9,307.9,1406,58.5,93,No Failure
1636,SM 4,L,297.8,307.8,1383,56.5,98,No Failure
1637,SM 4,L,297.9,307.8,1505,37.3,100,No Failure
1638,SM 4,L,297.9,307.8,1665,33.9,102,No Failure
1639,SM 4,L,297.9,307.8,1397,45,104,No Failure
1640,NED 15,M,297.9,307.8,1450,43.5,106,No Failure
1641,SM 4,L,298,307.8,1567,36.4,109,No Failure
1642,NED 15,M,298,308,1555,37,111,No Failure
1643,SM 1,H,298,307.8,1588,35.4,114,No Failure
1644,SM 4,L,298,307.8,1453,37.7,119,No Failure
1645,SM 4,L,298,307.8,1622,33.3,121,No Failure
1646,SM 4,L,297.9,307.8,1538,38.5,123,No Failure
1647,NED 15,M,297.9,307.7,1527,42.8,125,No Failure
1648,SM 4,L,297.8,307.8,1761,28.9,128,No Failure
1649,SM 4,L,297.9,307.8,1373,50.2,130,No Failure
1650,SM 1,H,298,307.9,1482,37.8,132,No Failure
1651,NED 15,M,298,307.9,1417,51,137,No Failure
1652,SM 4,L,298,307.8,1414,51.7,140,No Failure
1653,SM 1,H,297.9,307.8,1635,34,142,No Failure
1654,SM 4,L,298,307.8,1386,57.3,147,No Failure
1655,SM 4,L,298.2,308.1,1379,62.3,149,No Failure
1656,NED 15,M,298.2,308,1577,35.9,151,No Failure
1657,SM 4,L,298.2,308.1,1532,42.5,154,No Failure
1658,M15118,M,298.1,308,1374,48.8,156,No Failure
1659,SM 1,H,298.1,308,1570,35.3,159,No Failure
1660,SM 4,L,298.1,308,1697,31,164,No Failure
1661,SM 4,L,298.2,308,1499,44.1,166,No Failure
1662,NED 15,M,298.2,308,1411,47.2,168,No Failure
1663,SM 1,H,298.2,307.9,1462,45.5,171,No Failure
1664,NED 15,M,298.1,307.9,1759,28.6,176,No Failure
1665,SM 4,L,298.2,308,1535,38,179,No Failure
1666,SM 1,H,298.2,307.9,1491,39.7,181,No Failure
1667,SM 4,L,298.2,307.9,1551,36,186,No Failure
1668,SM 4,L,298.2,307.9,1769,27.2,188,No Failure
1669,SM 4,L,298.2,307.9,1551,34.1,190,No Failure
1670,SM 4,L,298.2,307.9,1544,31.4,192,No Failure
1671,SM 4,L,298.2,307.8,1528,31.1,194,No Failure
1672,SM 4,L,298.1,307.9,1614,35.8,196,No Failure
1673,SM 4,L,298.1,307.8,1432,49.8,198,No Failure
1674,NED 15,M,298.1,307.8,1384,43.7,200,No Failure
1675,SM 4,L,298.1,307.8,1540,37.8,203,No Failure
1676,SM 4,L,298,307.7,1407,43.9,205,No Failure
1677,SM 1,H,297.9,307.6,1418,43,207,No Failure
1678,NED 15,M,297.9,307.5,1647,30.8,212,No Failure
1679,SM 4,L,298,307.5,1644,32.8,215,No Failure
1680,SM 4,L,298,307.5,1792,27.9,217,No Failure
1681,NED 15,M,297.9,307.4,1610,34.6,219,No Failure
1682,NED 15,M,297.8,307.3,1804,26,222,No Failure
1684,M15119,M,297.9,307.4,1403,52.8,0,No Failure
1685,SM 4,L,297.8,307.3,1438,44.5,3,No Failure
1686,SM 4,L,297.9,307.3,1824,26.3,5,No Failure
1687,SM 1,H,297.9,307.3,1663,28.7,7,No Failure
1688,SM 4,L,297.9,307.3,1502,36.7,12,No Failure
1689,SM 4,L,297.9,307.4,1606,35.5,14,No Failure
1690,SM 4,L,297.9,307.5,1561,37.7,16,No Failure
1691,NED 15,M,297.9,307.4,1435,42.9,18,No Failure
1692,SM 4,L,297.9,307.5,1602,38.3,21,No Failure
1693,NED 15,M,298.1,307.6,1764,27.7,23,No Failure
1694,SM 1,H,298,307.5,1683,27.8,26,No Failure
1695,SM 4,L,298,307.5,1618,35.2,31,No Failure
1696,SM 4,L,298,307.6,1509,41.6,33,No Failure
1697,SM 4,L,297.9,307.6,1550,39,35,No Failure
1698,NED 15,M,297.9,307.6,1519,44,37,No Failure
1699,SM 4,L,297.9,307.6,1481,38,40,No Failure
1700,SM 5,L,298.1,307.7,1289,48.3,42,No Failure
1701,NED 15,M,298,307.6,1844,23.8,44,No Failure
1702,SM 5,L,298,307.7,1479,42.5,47,No Failure
1703,SM 5,L,298,307.7,1430,47.3,49,No Failure
1704,NED 15,M,298.1,307.8,1636,36.7,51,No Failure
1705,NED 15,M,298.1,307.8,1503,44.7,54,No Failure
1706,M15120,M,298.1,307.8,1608,32.6,57,No Failure
1707,SM 5,L,298.2,307.8,1521,42.9,60,No Failure
1708,SM 5,L,298.2,307.8,1439,41.6,62,No Failure
1709,SM 5,L,298.2,307.8,1627,31.5,64,No Failure
1710,SM 5,L,298.2,307.8,1749,26.1,66,No Failure
1711,SM 5,L,298.2,307.8,1530,35.9,68,No Failure
1712,SM 5,L,298.2,307.8,1355,51.3,70,No Failure
1713,SM 5,L,298.3,307.9,1551,33.8,72,No Failure
1714,SM 5,L,298.2,307.8,1515,46.7,74,No Failure
1715,SM 5,L,298.2,307.8,1388,48.6,76,No Failure
1716,SM 5,L,298.2,307.8,1585,34.6,78,No Failure
1717,SM 5,L,298.1,307.7,1523,37.7,80,No Failure
1718,SM 5,L,298.2,307.6,1369,54.5,82,No Failure
1719,NED 15,M,298.2,307.7,1681,31,84,No Failure
1720,SM 5,L,298.2,307.7,1503,38.3,87,No Failure
1721,SM 5,L,298.2,307.7,1459,44.5,89,No Failure
1722,SM 5,L,298.2,307.7,1688,32.4,91,No Failure
1723,NED 15,M,298.2,307.7,1952,21.6,93,No Failure
1724,SM 5,L,298.2,307.8,2029,19.9,96,No Failure
1725,NED 15,M,298.3,307.8,1457,52.5,98,No Failure
1726,NED 15,M,298.3,307.8,1392,50.4,101,No Failure
1727,SM 5,L,298.3,307.8,1906,22.1,104,No Failure
1728,NED 15,M,298.3,307.7,1602,33.4,106,No Failure
1729,SM 5,L,298.3,307.7,1465,49.4,109,No Failure
1730,NED 15,M,298.3,307.7,1439,43.8,111,No Failure
1731,M15121,M,298.3,307.8,1330,55.4,114,No Failure
1732,NED 15,M,298.3,307.9,1485,42,117,No Failure
1733,SM 1,H,298.4,307.9,1700,28.2,120,No Failure
1734,SM 5,L,298.4,308,1515,42.8,125,No Failure
1735,NED 15,M,298.5,308.1,1501,39.2,127,No Failure
1736,SM 5,L,298.4,308,1380,47.6,130,No Failure
1737,SM 5,L,298.4,307.9,1544,35.9,132,No Failure
1738,SM 5,L,298.4,307.9,1743,27.3,134,No Failure
1739,SM 1,H,298.4,307.9,1948,21.4,136,No Failure
1740,SM 1,H,298.5,307.9,1260,54.2,141,No Failure
1741,NED 15,M,298.5,307.9,1640,33.1,146,No Failure
1742,NED 15,M,298.5,308,1363,49.2,149,No Failure
1743,SM 5,L,298.5,308,1379,49.6,152,No Failure
1744,NED 15,M,298.5,308,1713,25.8,154,No Failure
1745,NED 15,M,298.5,308,1461,51.9,157,No Failure
1746,SM 5,L,298.5,308,1624,29.8,160,No Failure
1747,SM 5,L,298.4,308,1526,41.1,162,No Failure
1748,SM 5,L,298.4,307.9,2381,14.2,164,No Failure
1750,SM 5,L,298.3,307.7,1576,33.8,171,No Failure
1751,M15122,M,298.4,307.8,1617,31.6,173,No Failure
1752,SM 5,L,298.3,307.6,1942,20.6,176,No Failure
1753,SM 5,L,298.2,307.6,1492,37.2,178,No Failure
1754,SM 5,L,298.2,307.5,1470,51.3,180,No Failure
1755,NED 15,M,298,307.4,1463,46.5,182,No Failure
1756,SM 5,L,298,307.3,1424,46.5,185,No Failure
1757,NED 15,M,298.1,307.4,1363,60.1,187,No Failure
1758,NED 15,M,298.1,307.4,1335,56.2,190,No Failure
1759,SM 5,L,298.1,307.4,1608,33.9,193,No Failure
1760,SM 1,H,298,307.4,1606,35.2,195,No Failure
1761,SM 5,L,298.1,307.5,1684,33.1,200,No Failure
1762,SM 5,L,298.1,307.6,1950,20.3,202,No Failure
1763,SM 1,H,298.2,307.6,1460,48.6,204,No Failure
1765,SM 1,H,298.2,307.6,1318,55.7,0,No Failure
1766,SM 5,L,298.2,307.6,1368,51.8,5,No Failure
1767,NED 15,M,298.3,307.7,1717,27.1,7,No Failure
1768,NED 15,M,298.3,307.7,1520,41.4,10,No Failure
1769,NED 15,M,298.3,307.8,1485,42,13,No Failure
1770,SM 5,L,298.4,307.9,1981,23.2,16,No Failure
1771,SM 1,H,298.4,307.9,1605,31,18,No Failure
1772,SM 5,L,298.4,307.9,1446,45.3,23,No Failure
1773,SM 5,L,298.4,308,1508,47.9,25,No Failure
1774,SM 5,L,298.5,308,1384,59.5,27,No Failure
1775,M15123,M,298.5,308,1519,37.3,29,No Failure
1776,SM 5,L,298.5,308,1404,48.1,32,No Failure
1777,SM 5,L,298.5,308.1,1564,31.1,34,No Failure
1778,SM 1,H,298.6,308.2,1555,36.8,36,No Failure
1779,SM 5,L,298.6,308.2,1325,54,41,No Failure
1780,NED 15,M,298.6,308.2,1488,44,43,No Failure
1781,SM 5,L,298.5,308.2,1595,32.3,46,No Failure
1782,SM 5,L,298.5,308.1,1662,28.6,48,No Failure
1783,SM 5,L,298.4,308,1571,37.4,50,No Failure
1784,SM 1,H,298.3,308,1553,41,52,No Failure
1785,SM 5,L,298.3,308,2886,3.8,57,Power Failure
1786,SM 5,L,298.2,308,1538,38.2,59,No Failure
1787,SM 5,L,298.4,308.2,1618,33,61,No Failure
1788,SM 5,L,298.4,308.2,1364,45.9,63,No Failure
1789,SM 5,L,298.3,308,1442,47.3,65,No Failure
1790,SM 5,L,298.2,307.9,1313,67.3,67,Power Failure
1791,SM 5,L,298.2,307.9,1847,23.6,69,No Failure
1792,SM 5,L,298.1,307.8,1524,40.8,71,No Failure
1793,NED 15,M,298.1,307.7,1445,48,73,No Failure
1794,SM 5,L,298.1,307.8,1761,28.2,76,No Failure
1795,NED 15,M,298.1,307.8,1514,43.5,78,No Failure
1796,NED 15,M,298.1,307.7,1498,38.3,81,No Failure
1797,SM 1,H,298.1,307.6,1542,37.1,84,No Failure
1798,NED 15,M,298,307.6,1508,41.8,89,No Failure
1799,NED 15,M,298,307.5,1431,52.9,92,No Failure
1800,M15124,M,298,307.5,1427,45.1,95,No Failure
1801,NED 15,M,298,307.5,1524,36.3,98,No Failure
1802,NED 15,M,298,307.5,1427,43.6,101,No Failure
1803,SM 1,H,298.1,307.6,1496,44.1,104,No Failure
1804,SM 5,L,298.1,307.7,1388,40.3,109,No Failure
1805,SM 5,L,298.1,307.7,1495,48.1,111,No Failure
1806,SM 1,H,298.1,307.7,1376,56.2,113,No Failure
1807,SM 1,H,298,307.6,1593,32.2,118,No Failure
1808,SM 5,L,298,307.6,1654,28.9,123,No Failure
1809,SM 5,L,298.1,307.7,2567,12.8,125,Power Failure
1810,SM 5,L,298.1,307.7,1767,27,127,No Failure
1811,SM 5,L,298.1,307.6,1364,53.8,129,No Failure
1812,NED 15,M,298.1,307.8,1569,31.2,131,No Failure
1813,SM 5,L,298.2,307.8,1476,36.8,134,No Failure
1814,SM 5,L,298.1,307.7,1479,45,136,No Failure
1815,SM 5,L,298.1,307.7,1650,34.1,138,No Failure
1816,NED 15,M,298.1,307.6,1565,36.3,140,No Failure
1817,SM 5,L,298.1,307.6,1460,46.5,143,No Failure
1818,SM 5,L,298.1,307.7,1664,27.6,145,No Failure
1819,NED 15,M,298.1,307.7,1435,40.9,147,No Failure
1820,NED 15,M,298.1,307.6,2066,19.2,150,No Failure
1821,SM 5,L,298.1,307.5,1493,43.7,153,No Failure
1822,SM 5,L,298.1,307.6,1354,43.3,155,No Failure
1823,SM 5,L,298.1,307.6,1488,39.4,157,No Failure
1824,SM 5,L,298.1,307.7,1414,48.7,159,No Failure
1825,SM 5,L,298.1,307.5,1391,57.4,161,No Failure
1826,M15125,M,298,307.5,1784,27.8,163,No Failure
1827,SM 1,H,297.8,307.3,1516,40.1,166,No Failure
1828,NED 15,M,297.9,307.3,1420,47.8,171,No Failure
1829,SM 5,L,297.8,307.2,1351,56.3,174,No Failure
1830,SM 5,L,297.8,307.2,1880,23,176,No Failure
1831,SM 5,L,297.8,307.3,1859,24,178,No Failure
1832,NED 15,M,297.8,307.3,1315,54,180,No Failure
1833,NED 15,M,297.8,307.4,1330,51.7,183,No Failure
1834,SM 5,L,297.8,307.3,1327,61,186,Overstrain Failure
1835,SM 5,L,297.8,307.2,1498,38.1,188,No Failure
1836,SM 1,H,297.8,307.3,1555,35.8,190,No Failure
1837,SM 5,L,297.7,307.2,1518,35.8,195,No Failure
1838,SM 5,L,297.7,307.2,1392,43,197,No Failure
1839,NED 15,M,297.8,307.2,1456,39.6,199,No Failure
1840,SM 5,L,297.7,307.1,1715,30.2,0,No Failure
1841,NED 15,M,297.7,307.2,1405,43.7,2,No Failure
1842,SM 5,L,297.7,307.2,1668,37.8,5,No Failure
1843,SM 1,H,297.7,307.1,1855,22.5,7,No Failure
1844,SM 5,L,297.6,307.1,1496,39.2,12,No Failure
1845,NED 15,M,297.6,307.1,1471,44.9,14,No Failure
1846,SM 5,L,297.7,307.2,1444,40,17,No Failure
1847,SM 1,H,297.7,307.3,1514,38.6,19,No Failure
1848,SM 5,L,297.8,307.3,1412,50.7,24,No Failure
1849,SM 1,H,297.7,307.2,1429,44.1,26,No Failure
1850,SM 5,L,297.7,307.2,1668,32.7,31,No Failure
1851,M15126,M,297.7,307.2,1372,52.8,33,No Failure
1852,NED 15,M,297.7,307.3,1365,49.2,36,No Failure
1853,NED 15,M,297.6,307.1,1526,39.1,39,No Failure
1854,SM 5,L,297.6,307.2,1486,40.6,42,No Failure
1855,NED 15,M,297.6,307.2,1470,42.6,44,No Failure
1856,SM 1,H,297.7,307.3,1249,62.8,47,No Failure
1857,NED 15,M,297.8,307.4,1752,26.1,52,No Failure
1858,SM 5,L,297.7,307.4,1643,36.5,55,No Failure
1859,NED 15,M,297.8,307.4,1488,36.1,57,No Failure
1860,SM 5,L,297.8,307.4,1355,45.8,60,No Failure
1861,SM 5,L,297.8,307.6,1607,30.3,62,No Failure
1862,NED 15,M,297.9,307.6,1609,30.3,64,No Failure
1863,SM 5,L,297.9,307.7,1517,44.4,67,No Failure
1864,M15127,M,297.9,307.7,1517,39.5,69,No Failure
1865,SM 5,L,297.9,307.7,1546,37.6,72,No Failure
1866,SM 5,L,297.9,307.7,1567,34.7,74,No Failure
1867,NED 15,M,298.1,307.9,1662,28.9,76,No Failure
1868,SM 5,L,298.1,307.9,1502,41.8,79,No Failure
1869,SM 5,L,298.3,308,1361,56.9,81,No Failure
1870,NED 15,M,298.3,308.1,1630,32.7,83,No Failure
1871,SM 5,L,298.3,308,1486,42.3,86,No Failure
1872,SM 5,L,298.3,308.1,1840,21.5,88,No Failure
1873,SM 5,L,298.3,308.1,1326,58.4,90,No Failure
1874,SM 5,L,298.4,308.1,1367,57.8,92,No Failure
1875,SM 5,L,298.4,308.1,1598,32.7,94,No Failure
1876,SM 5,L,298.3,308,1363,50.1,96,No Failure
1877,SM 5,L,298.3,308,1242,62,98,No Failure
1878,NED 15,M,298.2,307.8,1566,33.8,100,No Failure
1879,JM 98,M,298.1,307.7,1424,47.7,103,No Failure
1880,JM 99,M,298.2,307.7,1608,33.8,106,No Failure
1881,SM 5,L,298.1,307.7,1705,29.1,109,No Failure
1882,SM 5,L,298,307.6,1548,45.8,111,No Failure
1883,JM 100,M,298,307.6,1581,43.4,113,No Failure
1884,JM 101,M,298,307.6,1472,46.7,116,No Failure
1885,JM 102,M,298,307.6,1792,26,119,No Failure
1886,SM 5,L,298,307.6,1683,32.8,122,No Failure
1887,SM 5,L,297.9,307.6,1503,40.7,124,No Failure
1888,JM 103,M,297.9,307.5,1642,32.4,126,No Failure
1889,JM 104,M,297.8,307.4,1902,24.3,129,No Failure
1890,SM 1,H,297.7,307.4,1432,40.2,132,No Failure
1891,SM 5,L,297.8,307.4,1512,40.8,137,No Failure
1892,SM 5,L,297.7,307.4,1764,29,139,No Failure
1893,JM 105,M,297.8,307.4,1438,43.6,141,No Failure
1894,SM 5,L,297.8,307.5,1631,29.9,144,No Failure
1895,SM 1,H,297.9,307.5,1880,23.3,146,No Failure
1896,SM 5,L,297.9,307.6,1344,54.3,151,No Failure
1897,SM 5,L,297.9,307.5,1574,35.8,153,No Failure
1898,SM 5,L,297.8,307.4,1418,41.2,155,No Failure
1899,SM 5,L,297.8,307.5,1372,54.1,157,No Failure
1900,SM 5,L,297.8,307.5,1388,40,159,No Failure
1901,SM 1,H,297.9,307.6,1493,36,161,No Failure
1902,JM 106,M,297.9,307.6,1505,40.1,166,No Failure
1903,SM 5,L,298,307.6,1694,29.1,169,No Failure
1904,SM 5,L,297.9,307.6,1968,20.4,171,No Failure
1905,JM 107,M,298,307.6,1569,35.6,173,No Failure
1906,SM 5,L,297.9,307.6,1687,29.1,176,No Failure
1907,SM 5,L,297.9,307.6,1430,52.4,178,No Failure
1908,SM 5,L,297.9,307.6,1504,42.4,180,No Failure
1909,SM 5,L,297.9,307.6,1977,20.2,182,No Failure
1910,SM 5,L,298,307.7,1435,45.6,184,No Failure
1911,SM 1,H,298,307.7,1547,36.8,186,No Failure
1912,JM 108,M,298.1,307.8,1316,57.2,191,No Failure
1913,JM 109,M,298,307.7,1621,34.9,194,No Failure
1914,JM 110,M,298,307.8,1492,40.2,197,No Failure
1915,SM 5,L,298,307.7,1643,32.3,200,No Failure
1916,SM 5,L,298,307.7,1492,38.7,202,No Failure
1917,SM 5,L,298,307.7,1387,50.8,204,No Failure
1918,JM 111,M,298.1,307.9,1463,47.3,206,No Failure
1919,JM 112,M,298.1,307.9,1496,40,0,No Failure
1920,SM 5,L,298.2,308,1658,30,3,No Failure
1921,SM 5,L,298.1,307.9,2161,17.5,5,No Failure
1922,SM 5,L,298.1,307.9,1665,32,7,No Failure
1923,SM 5,L,298,307.8,1716,26.6,9,No Failure
1924,SM 5,L,298,307.7,1529,34.1,11,No Failure
1925,SM 5,L,297.9,307.7,1353,50.7,13,No Failure
1926,SM 5,L,297.9,307.7,1537,37.7,15,No Failure
1927,SM 5,L,298,307.7,1606,30.8,17,No Failure
1928,SM 1,H,298,307.8,1314,47.8,19,No Failure
1929,SM 5,L,298,307.8,1623,29.9,24,No Failure
1930,JM 113,M,298,307.8,1483,50.9,26,No Failure
1931,JM 114,M,298.1,307.9,1569,37,29,No Failure
1932,JM 115,M,298.2,308,1969,21.7,32,No Failure
1933,JM 116,M,298.1,308,1686,29.3,35,No Failure
1934,SM 5,L,298.1,308,1638,35.1,38,No Failure
1935,SM 5,L,298.1,307.9,1698,33.3,40,No Failure
1936,JM 117,M,298.1,307.9,1377,55.1,42,No Failure
1937,JM 118,M,298.1,308,2129,18.4,45,No Failure
1938,SM 5,L,298.2,308,1411,42.4,48,No Failure
1939,SM 5,L,298.1,307.9,1517,40.8,50,No Failure
1940,JM 119,M,298.1,307.9,1303,53.9,52,No Failure
1941,SM 5,L,298.1,307.9,1578,35.6,55,No Failure
1942,SM 5,L,298.1,307.9,1425,58.2,57,No Failure
1943,SM 5,L,298.1,308,1456,42.4,59,No Failure
1944,SM 5,L,298.1,308,1704,30.9,61,No Failure
1945,SM 5,L,298.1,308.1,1791,27.3,63,No Failure
1946,SM 5,L,298.1,308.1,1616,32.8,65,No Failure
